trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
49,False,"{'a': 0.5, 'e': 0.8529999999999999}",25,0,-157.66116999179272,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.8499999999999999}",25,0,-89.2504709122881,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.8469999999999999}",20,0,-119.77423620854282,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.8439999999999999}",20,0,-142.30586066305221,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
53,False,"{'a': 0.5, 'e': 0.8409999999999999}",25,0,-115.59552826794716,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.8379999999999999}",20,0,-103.77033082427803,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
55,False,"{'a': 0.5, 'e': 0.8349999999999999}",25,0,-203.53464150720518,"{0: 11, 1: 3, 2: 8, 3: 0, 4: 3}",0
56,False,"{'a': 0.5, 'e': 0.8319999999999999}",20,10,-63.98958569881458,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
57,False,"{'a': 0.5, 'e': 0.8289999999999998}",20,0,-151.41223160239767,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
58,False,"{'a': 0.5, 'e': 0.8259999999999998}",25,0,-76.61727510186586,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.8229999999999998}",25,0,-76.94292141276183,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.8199999999999998}",25,0,-89.58973110263815,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.8169999999999998}",30,12,-116.04015041990816,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 2}",1
62,False,"{'a': 0.5, 'e': 0.8139999999999998}",25,0,-71.70175212530265,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.8109999999999998}",25,0,-114.57438327242032,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.8079999999999998}",30,0,-249.23833013392775,"{0: 14, 1: 2, 2: 10, 3: 0, 4: 4}",0
65,False,"{'a': 0.5, 'e': 0.8049999999999998}",20,0,-38.93751969233685,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.8019999999999998}",30,0,-226.25943144360684,"{0: 14, 1: 4, 2: 8, 3: 1, 4: 3}",0
67,False,"{'a': 0.5, 'e': 0.7989999999999998}",35,0,-139.93832951152123,"{0: 22, 1: 3, 2: 7, 3: 2, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.7959999999999998}",30,0,-154.12484460079605,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.7929999999999998}",20,0,-158.92381444015066,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
70,False,"{'a': 0.5, 'e': 0.7899999999999998}",20,0,-196.0386958739269,"{0: 7, 1: 3, 2: 7, 3: 0, 4: 3}",0
71,False,"{'a': 0.5, 'e': 0.7869999999999998}",35,0,-75.8693590830773,"{0: 25, 1: 4, 2: 4, 3: 2, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.7839999999999998}",25,0,-139.61301805583292,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.7809999999999998}",25,0,-145.16588401273916,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
74,False,"{'a': 0.5, 'e': 0.7779999999999998}",20,0,-249.0900910776232,"{0: 10, 1: 2, 2: 1, 3: 2, 4: 5}",0
75,False,"{'a': 0.5, 'e': 0.7749999999999998}",25,0,-207.72182533955245,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 4}",0
76,False,"{'a': 0.5, 'e': 0.7719999999999998}",20,0,-83.60584843975465,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.7689999999999998}",20,0,-111.99869751833147,"{0: 7, 1: 8, 2: 4, 3: 0, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.7659999999999998}",25,3,-56.11568787308343,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.7629999999999998}",20,8,-101.50873002149486,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 2}",1
80,False,"{'a': 0.5, 'e': 0.7599999999999998}",20,0,-70.83026638511669,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.7569999999999998}",20,0,-68.86247861452587,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.7539999999999998}",20,0,-153.81877208950968,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
83,False,"{'a': 0.5, 'e': 0.7509999999999998}",20,0,-77.98019910001632,"{0: 9, 1: 6, 2: 4, 3: 1, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.7479999999999998}",30,0,-88.10221672430576,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.7449999999999998}",30,0,-126.74835086845142,"{0: 19, 1: 4, 2: 3, 3: 3, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.7419999999999998}",25,0,-124.04002649214698,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.7389999999999998}",25,9,-109.28194953287903,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 2}",1
88,False,"{'a': 0.5, 'e': 0.7359999999999998}",20,0,-163.6292220705001,"{0: 7, 1: 4, 2: 6, 3: 1, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.7329999999999998}",25,0,-140.28668116509508,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 3}",0
90,False,"{'a': 0.5, 'e': 0.7299999999999998}",20,0,-70.54559923748745,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.7269999999999998}",25,0,-132.63344708727558,"{0: 12, 1: 6, 2: 5, 3: 1, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.7239999999999998}",20,0,-177.1764269474942,"{0: 9, 1: 0, 2: 5, 3: 5, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.7209999999999998}",35,0,-227.32948920208298,"{0: 16, 1: 5, 2: 8, 3: 5, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.7179999999999997}",20,0,-71.01276332655034,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.7149999999999997}",20,0,-131.3264910053558,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
96,False,"{'a': 0.5, 'e': 0.7119999999999997}",20,0,-87.72951098246703,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
97,False,"{'a': 0.5, 'e': 0.7089999999999997}",30,0,-234.0809142382213,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 5}",0
98,False,"{'a': 0.5, 'e': 0.7059999999999997}",20,0,-70.70791711398483,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.7029999999999997}",25,0,-117.07130879840467,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.6999999999999997}",30,0,-59.701800044320095,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.6969999999999997}",25,0,-122.60616782378614,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.6939999999999997}",20,0,-130.26746081914152,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
103,False,"{'a': 0.5, 'e': 0.6909999999999997}",30,0,-178.60316583970965,"{0: 15, 1: 3, 2: 10, 3: 0, 4: 2}",0
104,False,"{'a': 0.5, 'e': 0.6879999999999997}",20,0,-167.82522375986466,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
105,False,"{'a': 0.5, 'e': 0.6849999999999997}",20,0,-147.8635348656025,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
106,False,"{'a': 0.5, 'e': 0.6819999999999997}",25,0,-91.44764927101002,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.6789999999999997}",20,0,-89.11072757143748,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.6759999999999997}",25,0,-221.86286348706733,"{0: 9, 1: 2, 2: 10, 3: 2, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.6729999999999997}",25,0,-44.45717819280821,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.6699999999999997}",25,0,-176.9744314236424,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
111,False,"{'a': 0.5, 'e': 0.6669999999999997}",25,0,-136.83909375175844,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
112,False,"{'a': 0.5, 'e': 0.6639999999999997}",20,0,-98.6054203818009,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
113,False,"{'a': 0.5, 'e': 0.6609999999999997}",20,6,-38.15495609343503,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
114,False,"{'a': 0.5, 'e': 0.6579999999999997}",20,0,-102.97378659367094,"{0: 10, 1: 1, 2: 7, 3: 2, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.6549999999999997}",25,0,-111.2477609105232,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.6519999999999997}",20,0,-163.92193037692397,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
117,False,"{'a': 0.5, 'e': 0.6489999999999997}",20,0,-90.55130231246227,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.6459999999999997}",20,0,-55.206023631868725,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.6429999999999997}",30,0,-237.93736388120408,"{0: 16, 1: 2, 2: 7, 3: 1, 4: 4}",0
120,False,"{'a': 0.5, 'e': 0.6399999999999997}",25,0,-118.11663819104406,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.6369999999999997}",25,0,-126.04275897171924,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
122,False,"{'a': 0.5, 'e': 0.6339999999999997}",25,0,-102.21352866258451,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.6309999999999997}",30,0,-190.66841193144018,"{0: 15, 1: 6, 2: 5, 3: 2, 4: 2}",0
124,False,"{'a': 0.5, 'e': 0.6279999999999997}",30,0,-230.7772735174668,"{0: 16, 1: 2, 2: 7, 3: 2, 4: 3}",0
125,False,"{'a': 0.5, 'e': 0.6249999999999997}",20,0,-84.86904102794716,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
126,False,"{'a': 0.5, 'e': 0.6219999999999997}",25,0,-239.50817188413052,"{0: 12, 1: 3, 2: 4, 3: 2, 4: 4}",0
127,False,"{'a': 0.5, 'e': 0.6189999999999997}",25,0,-110.40325752831393,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
128,False,"{'a': 0.5, 'e': 0.6159999999999997}",35,0,-99.37539658211205,"{0: 25, 1: 1, 2: 8, 3: 0, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.6129999999999997}",25,0,-221.09253724628115,"{0: 10, 1: 2, 2: 8, 3: 3, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.6099999999999997}",20,0,-80.30765164011932,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.6069999999999997}",20,0,-89.02030053688753,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.6039999999999996}",30,0,-57.03984294963552,"{0: 20, 1: 8, 2: 1, 3: 1, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.6009999999999996}",20,0,-69.09803100543144,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
134,False,"{'a': 0.5, 'e': 0.5979999999999996}",25,0,-90.48213906679563,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.5949999999999996}",20,0,-122.53399304313423,"{0: 11, 1: 4, 2: 1, 3: 3, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.5919999999999996}",20,0,-119.89405162236027,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
137,False,"{'a': 0.5, 'e': 0.5889999999999996}",25,8,-72.52535745088868,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.5859999999999996}",20,0,-63.56390853459577,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.5829999999999996}",30,0,-116.81031299139714,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.5799999999999996}",20,0,-64.75630293605923,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.5769999999999996}",25,0,-117.38352737506679,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.5739999999999996}",20,0,-54.379836402117746,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
143,False,"{'a': 0.5, 'e': 0.5709999999999996}",25,0,-117.56914955472807,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.5679999999999996}",20,0,-79.77130204932746,"{0: 9, 1: 5, 2: 6, 3: 0, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.5649999999999996}",25,0,-156.63350204436423,"{0: 11, 1: 6, 2: 6, 3: 0, 4: 2}",0
146,False,"{'a': 0.5, 'e': 0.5619999999999996}",25,0,-177.43275009101401,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
147,False,"{'a': 0.5, 'e': 0.5589999999999996}",20,0,-58.34366295671546,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.5559999999999996}",30,0,-167.90741614396168,"{0: 18, 1: 6, 2: 2, 3: 1, 4: 3}",1
149,False,"{'a': 0.5, 'e': 0.5529999999999996}",20,0,-116.87980033045605,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.5499999999999996}",30,0,-189.08620881423084,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 3}",0
151,False,"{'a': 0.5, 'e': 0.5469999999999996}",20,0,-92.64632771913202,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.5439999999999996}",30,0,-113.38866119286578,"{0: 21, 1: 2, 2: 3, 3: 3, 4: 1}",0
153,False,"{'a': 0.5, 'e': 0.5409999999999996}",20,0,-159.6589957597686,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
154,False,"{'a': 0.5, 'e': 0.5379999999999996}",25,0,-64.37977382349916,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.5349999999999996}",25,0,-100.33400800161921,"{0: 14, 1: 7, 2: 2, 3: 1, 4: 1}",0
156,False,"{'a': 0.5, 'e': 0.5319999999999996}",30,0,-67.70101198817238,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.5289999999999996}",30,0,-156.68740734765362,"{0: 20, 1: 2, 2: 3, 3: 3, 4: 2}",0
158,False,"{'a': 0.5, 'e': 0.5259999999999996}",20,0,-57.640275434711356,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
159,False,"{'a': 0.5, 'e': 0.5229999999999996}",25,6,-84.37549681865477,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 2}",1
160,False,"{'a': 0.5, 'e': 0.5199999999999996}",20,0,-113.7379051943525,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.5169999999999996}",25,0,-227.92616982648227,"{0: 12, 1: 2, 2: 7, 3: 0, 4: 4}",0
162,False,"{'a': 0.5, 'e': 0.5139999999999996}",20,0,-96.5726060652535,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.5109999999999996}",30,11,-44.88252606871516,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.5079999999999996}",25,0,-124.42027873334855,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
165,False,"{'a': 0.5, 'e': 0.5049999999999996}",20,0,-121.76828871847073,"{0: 10, 1: 1, 2: 5, 3: 4, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.5019999999999996}",25,0,-108.87814644545708,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
167,False,"{'a': 0.5, 'e': 0.49899999999999956}",30,0,-228.7489490355093,"{0: 16, 1: 4, 2: 5, 3: 1, 4: 4}",0
168,False,"{'a': 0.5, 'e': 0.49599999999999955}",25,0,-78.43648580517683,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
169,False,"{'a': 0.5, 'e': 0.49299999999999955}",25,0,-123.63726357528567,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
170,False,"{'a': 0.5, 'e': 0.48999999999999955}",25,0,-103.34764725152974,"{0: 16, 1: 1, 2: 5, 3: 3, 4: 0}",0
171,False,"{'a': 0.5, 'e': 0.48699999999999954}",25,0,-187.80448905032944,"{0: 11, 1: 3, 2: 8, 3: 1, 4: 2}",0
172,False,"{'a': 0.5, 'e': 0.48399999999999954}",25,0,-146.60004391059203,"{0: 15, 1: 5, 2: 2, 3: 0, 4: 3}",0
173,False,"{'a': 0.5, 'e': 0.48099999999999954}",25,0,-166.62989542616717,"{0: 11, 1: 4, 2: 6, 3: 3, 4: 1}",0
174,False,"{'a': 0.5, 'e': 0.47799999999999954}",25,8,-105.71067173552996,"{0: 9, 1: 0, 2: 6, 3: 1, 4: 1}",1
175,False,"{'a': 0.5, 'e': 0.47499999999999953}",25,0,-132.7596324390638,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
176,False,"{'a': 0.5, 'e': 0.47199999999999953}",25,0,-273.3311427575641,"{0: 9, 1: 5, 2: 6, 3: 0, 4: 5}",0
177,False,"{'a': 0.5, 'e': 0.46899999999999953}",25,1,-102.85844678240281,"{0: 12, 1: 6, 2: 5, 3: 0, 4: 1}",1
178,False,"{'a': 0.5, 'e': 0.4659999999999995}",25,0,-123.77001143365217,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
179,False,"{'a': 0.5, 'e': 0.4629999999999995}",20,12,-51.71555709066356,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
180,False,"{'a': 0.5, 'e': 0.4599999999999995}",20,0,-149.4002712753045,"{0: 10, 1: 5, 2: 1, 3: 2, 4: 2}",0
181,False,"{'a': 0.5, 'e': 0.4569999999999995}",20,0,-66.4329789736122,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.4539999999999995}",20,0,-85.56217790450583,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.4509999999999995}",20,0,-151.84092775195717,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
184,False,"{'a': 0.5, 'e': 0.4479999999999995}",35,0,-181.36210094462675,"{0: 21, 1: 2, 2: 9, 3: 1, 4: 2}",0
185,False,"{'a': 0.5, 'e': 0.4449999999999995}",20,0,-181.85497926581775,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
186,False,"{'a': 0.5, 'e': 0.4419999999999995}",20,0,-68.78902549420867,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.4389999999999995}",30,0,-55.11898900082843,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.4359999999999995}",20,0,-47.05009666495537,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.4329999999999995}",25,0,-131.8983514060127,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.4299999999999995}",20,0,-63.031241413233545,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.4269999999999995}",20,0,-83.62706933985996,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.4239999999999995}",20,0,-70.06085755738897,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
